VendorName,Brand,Category,PurchasePrice,ActualPrice,QuantitySold,QuantityOnHand,TotalSales,TotalPurchaseCost,GrossProfit,PurchaseDate,Month,MonthName,Quarter,Year,ProfitMargin,MarkupRatio
Junction LLC,Brand J,Furniture,381.55,724.28,67,404,48526.76,25563.85,22962.91,2023-04-22,4,Apr,2,2023,47.32,1.898
Heritage Inc.,Brand H,Sporting Goods,160.38,313.43,43,355,13477.49,6896.34,6581.15,2023-06-30,6,Jun,2,2023,48.83,1.954
Junction LLC,Brand J,Clothing,213.34,516.14,52,39,26839.28,11093.68,15745.6,2023-07-29,7,Jul,3,2023,58.67,2.419
Blue Ridge Co.,Brand B,Sporting Goods,359.26,791.62,101,358,79953.62,36285.26,43668.36,2023-01-11,1,Jan,1,2023,54.62,2.203
Eagle Exports,Brand E,Health & Beauty,199.24,225.87,56,494,12648.72,11157.44,1491.28,2023-08-08,8,Aug,3,2023,11.79,1.134
Icon Wholesale,Brand I,Office Supplies,298.37,551.33,76,61,41901.08,22676.12,19224.96,2023-02-14,2,Feb,1,2023,45.88,1.848
Delta Traders,Brand D,Furniture,100.83,208.08,68,253,14149.44,6856.44,7293.0,2023-01-27,1,Jan,1,2023,51.54,2.064
FairWay Corp.,Brand F,Food & Beverage,303.89,652.81,137,453,89434.97,41632.93,47802.04,2023-07-15,7,Jul,3,2023,53.45,2.148
Apex Supplies,Brand A,Health & Beauty,432.14,604.3,106,68,64055.8,45806.84,18248.96,2023-03-08,3,Mar,1,2023,28.49,1.398
Icon Wholesale,Brand I,Furniture,435.63,1008.07,125,397,126008.75,54453.75,71555.0,2023-09-27,9,Sep,3,2023,56.79,2.314
Apex Supplies,Brand A,Sporting Goods,364.93,889.77,92,244,81858.84,33573.56,48285.28,2023-02-09,2,Feb,1,2023,58.99,2.438
Eagle Exports,Brand E,Office Supplies,375.42,537.38,23,364,12359.74,8634.66,3725.08,2023-04-22,4,Apr,2,2023,30.14,1.431
Delta Traders,Brand D,Electronics,283.38,661.88,191,169,126419.08,54125.58,72293.5,2023-12-16,12,Dec,4,2023,57.19,2.336
Cardinal Goods,Brand C,Office Supplies,296.49,366.39,109,177,39936.51,32317.41,7619.1,2023-10-17,10,Oct,4,2023,19.08,1.236
FairWay Corp.,Brand F,Electronics,75.49,88.93,61,188,5424.73,4604.89,819.84,2023-08-22,8,Aug,3,2023,15.11,1.178
Blue Ridge Co.,Brand B,Clothing,227.49,291.39,168,259,48953.52,38218.32,10735.2,2023-12-09,12,Dec,4,2023,21.93,1.281
Cardinal Goods,Brand C,Office Supplies,230.88,272.63,44,71,11995.72,10158.72,1837.0,2023-08-03,8,Aug,3,2023,15.31,1.181
Eagle Exports,Brand E,Furniture,479.66,1095.07,152,471,166450.64,72908.32,93542.32,2023-10-17,10,Oct,4,2023,56.2,2.283
Icon Wholesale,Brand I,Electronics,221.23,261.64,179,458,46833.56,39600.17,7233.39,2023-03-22,3,Mar,1,2023,15.44,1.183
Blue Ridge Co.,Brand B,Food & Beverage,279.18,413.28,186,16,76870.08,51927.48,24942.6,2023-06-02,6,Jun,2,2023,32.45,1.48
Junction LLC,Brand J,Furniture,271.29,337.83,161,369,54390.63,43677.69,10712.94,2023-06-23,6,Jun,2,2023,19.7,1.245
Heritage Inc.,Brand H,Food & Beverage,322.01,487.39,16,340,7798.24,5152.16,2646.08,2023-05-08,5,May,2,2023,33.93,1.514
Blue Ridge Co.,Brand B,Office Supplies,376.63,462.04,22,56,10164.88,8285.86,1879.02,2023-06-09,6,Jun,2,2023,18.49,1.227
Eagle Exports,Brand E,Food & Beverage,120.27,244.77,57,217,13951.89,6855.39,7096.5,2023-11-03,11,Nov,4,2023,50.86,2.035
Global Mart,Brand G,Electronics,269.07,346.2,62,106,21464.4,16682.34,4782.06,2023-05-22,5,May,2,2023,22.28,1.287
Heritage Inc.,Brand H,Furniture,414.7,950.73,107,303,101728.11,44372.9,57355.21,2023-05-19,5,May,2,2023,56.38,2.293
Apex Supplies,Brand A,Sporting Goods,236.93,531.69,71,427,37749.99,16822.03,20927.96,2023-06-21,6,Jun,2,2023,55.44,2.244
FairWay Corp.,Brand F,Health & Beauty,146.44,163.88,90,172,14749.2,13179.6,1569.6,2023-11-30,11,Nov,4,2023,10.64,1.119
Apex Supplies,Brand A,Electronics,330.81,778.73,72,218,56068.56,23818.32,32250.24,2023-06-17,6,Jun,2,2023,57.52,2.354
Blue Ridge Co.,Brand B,Electronics,413.65,471.78,70,463,33024.6,28955.5,4069.1,2023-06-20,6,Jun,2,2023,12.32,1.141
Apex Supplies,Brand A,Sporting Goods,40.94,58.77,30,246,1763.1,1228.2,534.9,2023-11-14,11,Nov,4,2023,30.34,1.436
Eagle Exports,Brand E,Furniture,390.63,447.41,103,217,46083.23,40234.89,5848.34,2023-01-05,1,Jan,1,2023,12.69,1.145
Junction LLC,Brand J,Furniture,412.61,647.87,151,372,97828.37,62304.11,35524.26,2023-05-27,5,May,2,2023,36.31,1.57
Icon Wholesale,Brand I,Office Supplies,236.15,429.65,32,416,13748.8,7556.8,6192.0,2023-12-08,12,Dec,4,2023,45.04,1.819
FairWay Corp.,Brand F,Food & Beverage,491.82,1089.53,86,30,93699.58,42296.52,51403.06,2023-11-04,11,Nov,4,2023,54.86,2.215
Apex Supplies,Brand A,Office Supplies,395.49,622.17,57,367,35463.69,22542.93,12920.76,2023-10-11,10,Oct,4,2023,36.43,1.573
Apex Supplies,Brand A,Sporting Goods,389.09,812.3,109,46,88540.7,42410.81,46129.89,2023-05-19,5,May,2,2023,52.1,2.088
Blue Ridge Co.,Brand B,Office Supplies,376.44,512.9,9,133,4616.1,3387.96,1228.14,2023-07-17,7,Jul,3,2023,26.61,1.363
Icon Wholesale,Brand I,Sporting Goods,83.8,180.24,31,107,5587.44,2597.8,2989.64,2023-09-29,9,Sep,3,2023,53.51,2.151
Cardinal Goods,Brand C,Furniture,116.44,166.56,71,71,11825.76,8267.24,3558.52,2023-03-20,3,Mar,1,2023,30.09,1.43
Apex Supplies,Brand A,Food & Beverage,237.36,308.8,137,326,42305.6,32518.32,9787.28,2023-06-09,6,Jun,2,2023,23.13,1.301
Eagle Exports,Brand E,Office Supplies,139.36,189.47,13,417,2463.11,1811.68,651.43,2023-07-18,7,Jul,3,2023,26.45,1.36
Global Mart,Brand G,Electronics,213.47,289.23,186,107,53796.78,39705.42,14091.36,2023-06-15,6,Jun,2,2023,26.19,1.355
FairWay Corp.,Brand F,Clothing,445.35,809.65,131,308,106064.15,58340.85,47723.3,2023-04-13,4,Apr,2,2023,44.99,1.818
Apex Supplies,Brand A,Health & Beauty,413.92,944.86,35,397,33070.1,14487.2,18582.9,2023-12-22,12,Dec,4,2023,56.19,2.283
Eagle Exports,Brand E,Electronics,318.72,386.11,21,271,8108.31,6693.12,1415.19,2023-01-20,1,Jan,1,2023,17.45,1.211
Eagle Exports,Brand E,Furniture,430.48,899.59,64,170,57573.76,27550.72,30023.04,2023-01-18,1,Jan,1,2023,52.15,2.09
FairWay Corp.,Brand F,Health & Beauty,394.05,794.44,95,115,75471.8,37434.75,38037.05,2023-11-08,11,Nov,4,2023,50.4,2.016
Cardinal Goods,Brand C,Clothing,220.2,511.2,180,328,92016.0,39636.0,52380.0,2023-10-14,10,Oct,4,2023,56.92,2.322
Eagle Exports,Brand E,Clothing,108.52,156.46,34,73,5319.64,3689.68,1629.96,2023-01-31,1,Jan,1,2023,30.64,1.442
Global Mart,Brand G,Food & Beverage,261.96,453.23,121,255,54840.83,31697.16,23143.67,2023-01-08,1,Jan,1,2023,42.2,1.73
Eagle Exports,Brand E,Health & Beauty,370.75,888.38,163,80,144805.94,60432.25,84373.69,2023-12-13,12,Dec,4,2023,58.27,2.396
Eagle Exports,Brand E,Food & Beverage,223.85,453.07,15,267,6796.05,3357.75,3438.3,2023-01-19,1,Jan,1,2023,50.59,2.024
Eagle Exports,Brand E,Electronics,336.72,553.66,120,127,66439.2,40406.4,26032.8,2023-12-07,12,Dec,4,2023,39.18,1.644
Junction LLC,Brand J,Sporting Goods,56.22,72.19,96,325,6930.24,5397.12,1533.12,2023-08-12,8,Aug,3,2023,22.12,1.284
Junction LLC,Brand J,Sporting Goods,376.52,552.54,6,402,3315.24,2259.12,1056.12,2023-04-05,4,Apr,2,2023,31.86,1.467
Cardinal Goods,Brand C,Sporting Goods,408.23,781.23,109,234,85154.07,44497.07,40657.0,2023-12-30,12,Dec,4,2023,47.75,1.914
Apex Supplies,Brand A,Health & Beauty,356.35,750.27,97,40,72776.19,34565.95,38210.24,2023-02-21,2,Feb,1,2023,52.5,2.105
Eagle Exports,Brand E,Sporting Goods,483.96,616.66,32,180,19733.12,15486.72,4246.4,2023-12-18,12,Dec,4,2023,21.52,1.274
Icon Wholesale,Brand I,Electronics,415.06,804.98,180,156,144896.4,74710.8,70185.6,2023-07-14,7,Jul,3,2023,48.44,1.939
Apex Supplies,Brand A,Food & Beverage,452.52,846.43,83,453,70253.69,37559.16,32694.53,2023-06-22,6,Jun,2,2023,46.54,1.87
Cardinal Goods,Brand C,Health & Beauty,467.45,850.54,156,58,132684.24,72922.2,59762.04,2023-07-26,7,Jul,3,2023,45.04,1.82
Delta Traders,Brand D,Food & Beverage,402.66,831.96,118,344,98171.28,47513.88,50657.4,2023-08-13,8,Aug,3,2023,51.6,2.066
Apex Supplies,Brand A,Health & Beauty,340.39,773.51,192,248,148513.92,65354.88,83159.04,2023-05-17,5,May,2,2023,55.99,2.272
Apex Supplies,Brand A,Food & Beverage,12.8,19.87,79,191,1569.73,1011.2,558.53,2023-12-11,12,Dec,4,2023,35.58,1.552
Heritage Inc.,Brand H,Clothing,238.25,558.61,78,23,43571.58,18583.5,24988.08,2023-06-01,6,Jun,2,2023,57.35,2.345
Blue Ridge Co.,Brand B,Food & Beverage,289.87,384.05,147,472,56455.35,42610.89,13844.46,2023-01-09,1,Jan,1,2023,24.52,1.325
Heritage Inc.,Brand H,Sporting Goods,158.97,213.37,107,399,22830.59,17009.79,5820.8,2023-01-21,1,Jan,1,2023,25.5,1.342
Global Mart,Brand G,Clothing,165.87,244.41,126,435,30795.66,20899.62,9896.04,2023-08-03,8,Aug,3,2023,32.13,1.474
Junction LLC,Brand J,Food & Beverage,480.97,609.55,15,79,9143.25,7214.55,1928.7,2023-11-01,11,Nov,4,2023,21.09,1.267
Junction LLC,Brand J,Health & Beauty,446.94,635.75,134,133,85190.5,59889.96,25300.54,2023-04-02,4,Apr,2,2023,29.7,1.422
Blue Ridge Co.,Brand B,Health & Beauty,426.1,532.19,73,420,38849.87,31105.3,7744.57,2023-11-06,11,Nov,4,2023,19.93,1.249
FairWay Corp.,Brand F,Health & Beauty,208.95,470.23,101,212,47493.23,21103.95,26389.28,2023-12-04,12,Dec,4,2023,55.56,2.25
FairWay Corp.,Brand F,Furniture,16.71,21.63,98,387,2119.74,1637.58,482.16,2023-11-12,11,Nov,4,2023,22.75,1.294
Cardinal Goods,Brand C,Electronics,49.31,105.83,166,481,17567.78,8185.46,9382.32,2023-06-29,6,Jun,2,2023,53.41,2.146
Blue Ridge Co.,Brand B,Health & Beauty,162.98,190.21,26,347,4945.46,4237.48,707.98,2023-01-13,1,Jan,1,2023,14.32,1.167
Apex Supplies,Brand A,Clothing,17.71,43.0,92,165,3956.0,1629.32,2326.68,2023-07-04,7,Jul,3,2023,58.81,2.428
FairWay Corp.,Brand F,Health & Beauty,18.4,38.56,125,424,4820.0,2300.0,2520.0,2023-10-08,10,Oct,4,2023,52.28,2.096
Eagle Exports,Brand E,Furniture,459.14,509.42,179,347,91186.18,82186.06,9000.12,2023-11-12,11,Nov,4,2023,9.87,1.11
Icon Wholesale,Brand I,Sporting Goods,356.02,772.35,73,336,56381.55,25989.46,30392.09,2023-09-05,9,Sep,3,2023,53.9,2.169
Apex Supplies,Brand A,Clothing,161.39,293.68,123,397,36122.64,19850.97,16271.67,2023-01-13,1,Jan,1,2023,45.05,1.82
Global Mart,Brand G,Furniture,75.0,164.33,53,70,8709.49,3975.0,4734.49,2023-10-04,10,Oct,4,2023,54.36,2.191
Eagle Exports,Brand E,Sporting Goods,260.7,477.47,184,213,87854.48,47968.8,39885.68,2023-11-01,11,Nov,4,2023,45.4,1.831
Eagle Exports,Brand E,Office Supplies,12.62,25.21,187,434,4714.27,2359.94,2354.33,2023-11-20,11,Nov,4,2023,49.94,1.998
Blue Ridge Co.,Brand B,Office Supplies,469.82,1034.01,198,64,204733.98,93024.36,111709.62,2023-06-25,6,Jun,2,2023,54.56,2.201
Cardinal Goods,Brand C,Clothing,213.26,355.54,78,220,27732.12,16634.28,11097.84,2023-08-14,8,Aug,3,2023,40.02,1.667
Global Mart,Brand G,Food & Beverage,207.14,228.64,92,307,21034.88,19056.88,1978.0,2023-02-02,2,Feb,1,2023,9.4,1.104
FairWay Corp.,Brand F,Electronics,201.39,461.17,186,478,85777.62,37458.54,48319.08,2023-11-22,11,Nov,4,2023,56.33,2.29
Blue Ridge Co.,Brand B,Electronics,43.97,71.81,88,285,6319.28,3869.36,2449.92,2023-04-22,4,Apr,2,2023,38.77,1.633
FairWay Corp.,Brand F,Furniture,322.78,579.22,13,184,7529.86,4196.14,3333.72,2023-12-10,12,Dec,4,2023,44.27,1.794
Blue Ridge Co.,Brand B,Sporting Goods,369.17,410.1,43,206,17634.3,15874.31,1759.99,2023-10-23,10,Oct,4,2023,9.98,1.111
Blue Ridge Co.,Brand B,Electronics,341.3,610.56,76,465,46402.56,25938.8,20463.76,2023-05-07,5,May,2,2023,44.1,1.789
Blue Ridge Co.,Brand B,Sporting Goods,77.83,193.1,51,98,9848.1,3969.33,5878.77,2023-04-20,4,Apr,2,2023,59.69,2.481
Cardinal Goods,Brand C,Sporting Goods,293.63,437.38,19,241,8310.22,5578.97,2731.25,2023-02-14,2,Feb,1,2023,32.87,1.49
Blue Ridge Co.,Brand B,Furniture,289.05,477.97,149,157,71217.53,43068.45,28149.08,2023-08-14,8,Aug,3,2023,39.53,1.654
Delta Traders,Brand D,Furniture,435.52,898.07,122,97,109564.54,53133.44,56431.1,2023-03-07,3,Mar,1,2023,51.5,2.062
Icon Wholesale,Brand I,Furniture,195.77,438.66,24,41,10527.84,4698.48,5829.36,2023-02-15,2,Feb,1,2023,55.37,2.241
FairWay Corp.,Brand F,Electronics,192.03,323.45,26,138,8409.7,4992.78,3416.92,2023-04-26,4,Apr,2,2023,40.63,1.684
Apex Supplies,Brand A,Office Supplies,313.08,480.12,173,282,83060.76,54162.84,28897.92,2023-12-21,12,Dec,4,2023,34.79,1.534
Heritage Inc.,Brand H,Furniture,320.21,772.65,156,407,120533.4,49952.76,70580.64,2023-06-22,6,Jun,2,2023,58.56,2.413
Global Mart,Brand G,Electronics,239.95,491.42,120,226,58970.4,28794.0,30176.4,2023-12-13,12,Dec,4,2023,51.17,2.048
Junction LLC,Brand J,Furniture,227.1,287.65,82,422,23587.3,18622.2,4965.1,2023-10-08,10,Oct,4,2023,21.05,1.267
Cardinal Goods,Brand C,Health & Beauty,252.13,301.67,100,71,30167.0,25213.0,4954.0,2023-07-22,7,Jul,3,2023,16.42,1.196
Apex Supplies,Brand A,Sporting Goods,431.91,767.49,157,242,120495.93,67809.87,52686.06,2023-05-01,5,May,2,2023,43.72,1.777
Eagle Exports,Brand E,Furniture,235.97,332.28,17,17,5648.76,4011.49,1637.27,2023-02-01,2,Feb,1,2023,28.98,1.408
Delta Traders,Brand D,Clothing,470.57,684.95,68,76,46576.6,31998.76,14577.84,2023-05-12,5,May,2,2023,31.3,1.456
Junction LLC,Brand J,Sporting Goods,256.96,598.4,44,44,26329.6,11306.24,15023.36,2023-03-19,3,Mar,1,2023,57.06,2.329
Heritage Inc.,Brand H,Sporting Goods,475.11,582.2,61,471,35514.2,28981.71,6532.49,2023-11-23,11,Nov,4,2023,18.39,1.225
Apex Supplies,Brand A,Furniture,418.09,878.62,123,370,108070.26,51425.07,56645.19,2023-10-24,10,Oct,4,2023,52.42,2.102
Junction LLC,Brand J,Office Supplies,187.59,277.56,93,342,25813.08,17445.87,8367.21,2023-05-21,5,May,2,2023,32.41,1.48
Apex Supplies,Brand A,Food & Beverage,433.18,937.6,196,139,183769.6,84903.28,98866.32,2023-12-21,12,Dec,4,2023,53.8,2.164
Delta Traders,Brand D,Office Supplies,63.93,134.98,74,176,9988.52,4730.82,5257.7,2023-05-08,5,May,2,2023,52.64,2.111
Heritage Inc.,Brand H,Furniture,463.27,514.39,153,221,78701.67,70880.31,7821.36,2023-01-15,1,Jan,1,2023,9.94,1.11
Eagle Exports,Brand E,Sporting Goods,319.51,579.2,67,414,38806.4,21407.17,17399.23,2023-06-18,6,Jun,2,2023,44.84,1.813
Blue Ridge Co.,Brand B,Clothing,36.65,47.46,111,91,5268.06,4068.15,1199.91,2023-01-25,1,Jan,1,2023,22.78,1.295
FairWay Corp.,Brand F,Sporting Goods,325.69,753.23,2,21,1506.46,651.38,855.08,2023-09-23,9,Sep,3,2023,56.76,2.313
Eagle Exports,Brand E,Office Supplies,487.38,1130.83,89,171,100643.87,43376.82,57267.05,2023-03-27,3,Mar,1,2023,56.9,2.32
Blue Ridge Co.,Brand B,Clothing,44.2,74.51,177,91,13188.27,7823.4,5364.87,2023-03-05,3,Mar,1,2023,40.68,1.686
Cardinal Goods,Brand C,Electronics,281.8,485.3,198,191,96089.4,55796.4,40293.0,2023-07-29,7,Jul,3,2023,41.93,1.722
Icon Wholesale,Brand I,Health & Beauty,376.42,573.89,26,76,14921.14,9786.92,5134.22,2023-12-13,12,Dec,4,2023,34.41,1.525
Global Mart,Brand G,Sporting Goods,407.03,856.09,99,280,84752.91,40295.97,44456.94,2023-12-20,12,Dec,4,2023,52.45,2.103
Global Mart,Brand G,Furniture,212.78,340.9,27,363,9204.3,5745.06,3459.24,2023-12-11,12,Dec,4,2023,37.58,1.602
FairWay Corp.,Brand F,Electronics,110.04,162.3,89,178,14444.7,9793.56,4651.14,2023-08-31,8,Aug,3,2023,32.2,1.475
Heritage Inc.,Brand H,Health & Beauty,30.75,52.43,146,237,7654.78,4489.5,3165.28,2023-12-08,12,Dec,4,2023,41.35,1.705
Delta Traders,Brand D,Furniture,294.07,361.14,182,134,65727.48,53520.74,12206.74,2023-08-17,8,Aug,3,2023,18.57,1.228
Heritage Inc.,Brand H,Food & Beverage,231.93,497.55,1,364,497.55,231.93,265.62,2023-09-28,9,Sep,3,2023,53.39,2.145
Delta Traders,Brand D,Furniture,474.88,530.74,189,389,100309.86,89752.32,10557.54,2023-09-07,9,Sep,3,2023,10.52,1.118
Heritage Inc.,Brand H,Clothing,39.7,79.49,103,279,8187.47,4089.1,4098.37,2023-02-26,2,Feb,1,2023,50.06,2.002
Icon Wholesale,Brand I,Clothing,345.84,468.96,131,18,61433.76,45305.04,16128.72,2023-12-26,12,Dec,4,2023,26.25,1.356
Cardinal Goods,Brand C,Food & Beverage,22.23,31.69,196,82,6211.24,4357.08,1854.16,2023-07-09,7,Jul,3,2023,29.85,1.426
Cardinal Goods,Brand C,Electronics,94.0,187.05,41,227,7669.05,3854.0,3815.05,2023-12-13,12,Dec,4,2023,49.75,1.99
Blue Ridge Co.,Brand B,Health & Beauty,232.25,578.33,165,370,95424.45,38321.25,57103.2,2023-10-16,10,Oct,4,2023,59.84,2.49
Junction LLC,Brand J,Furniture,232.89,509.75,51,264,25997.25,11877.39,14119.86,2023-07-02,7,Jul,3,2023,54.31,2.189
Cardinal Goods,Brand C,Clothing,345.99,489.98,15,111,7349.7,5189.85,2159.85,2023-11-01,11,Nov,4,2023,29.39,1.416
Cardinal Goods,Brand C,Electronics,456.0,613.97,8,250,4911.76,3648.0,1263.76,2023-10-12,10,Oct,4,2023,25.73,1.346
Eagle Exports,Brand E,Food & Beverage,323.13,747.31,38,163,28397.78,12278.94,16118.84,2023-10-16,10,Oct,4,2023,56.76,2.313
Eagle Exports,Brand E,Office Supplies,477.23,821.72,114,357,93676.08,54404.22,39271.86,2023-10-01,10,Oct,4,2023,41.92,1.722
Blue Ridge Co.,Brand B,Sporting Goods,441.99,571.0,83,167,47393.0,36685.17,10707.83,2023-02-18,2,Feb,1,2023,22.59,1.292
Junction LLC,Brand J,Office Supplies,296.4,683.82,56,220,38293.92,16598.4,21695.52,2023-07-06,7,Jul,3,2023,56.66,2.307
FairWay Corp.,Brand F,Office Supplies,418.56,938.63,175,407,164260.25,73248.0,91012.25,2023-05-21,5,May,2,2023,55.41,2.243
Eagle Exports,Brand E,Clothing,324.86,804.83,103,303,82897.49,33460.58,49436.91,2023-01-03,1,Jan,1,2023,59.64,2.477
FairWay Corp.,Brand F,Food & Beverage,48.49,115.1,138,190,15883.8,6691.62,9192.18,2023-04-21,4,Apr,2,2023,57.87,2.374
Apex Supplies,Brand A,Furniture,372.88,854.83,102,324,87192.66,38033.76,49158.9,2023-09-09,9,Sep,3,2023,56.38,2.293
Eagle Exports,Brand E,Office Supplies,56.51,66.32,78,436,5172.96,4407.78,765.18,2023-10-31,10,Oct,4,2023,14.79,1.174
Icon Wholesale,Brand I,Office Supplies,301.1,375.23,177,437,66415.71,53294.7,13121.01,2023-05-28,5,May,2,2023,19.76,1.246
Junction LLC,Brand J,Health & Beauty,354.29,671.94,169,169,113557.86,59875.01,53682.85,2023-12-06,12,Dec,4,2023,47.27,1.897
Blue Ridge Co.,Brand B,Clothing,42.6,78.56,83,374,6520.48,3535.8,2984.68,2023-07-30,7,Jul,3,2023,45.77,1.844
Apex Supplies,Brand A,Clothing,123.09,214.32,30,44,6429.6,3692.7,2736.9,2023-09-01,9,Sep,3,2023,42.57,1.741
Junction LLC,Brand J,Furniture,458.68,759.35,5,380,3796.75,2293.4,1503.35,2023-12-29,12,Dec,4,2023,39.6,1.656
Icon Wholesale,Brand I,Sporting Goods,311.99,531.54,119,473,63253.26,37126.81,26126.45,2023-03-29,3,Mar,1,2023,41.3,1.704
Junction LLC,Brand J,Electronics,130.68,247.9,199,13,49332.1,26005.32,23326.78,2023-06-12,6,Jun,2,2023,47.29,1.897
Icon Wholesale,Brand I,Health & Beauty,348.43,384.29,31,230,11912.99,10801.33,1111.66,2023-10-13,10,Oct,4,2023,9.33,1.103
Icon Wholesale,Brand I,Clothing,302.42,443.04,180,156,79747.2,54435.6,25311.6,2023-08-30,8,Aug,3,2023,31.74,1.465
FairWay Corp.,Brand F,Health & Beauty,255.77,466.93,23,499,10739.39,5882.71,4856.68,2023-02-18,2,Feb,1,2023,45.22,1.826
Heritage Inc.,Brand H,Clothing,488.33,1030.91,48,133,49483.68,23439.84,26043.84,2023-03-17,3,Mar,1,2023,52.63,2.111
Apex Supplies,Brand A,Health & Beauty,344.89,463.47,109,390,50518.23,37593.01,12925.22,2023-01-05,1,Jan,1,2023,25.59,1.344
Junction LLC,Brand J,Food & Beverage,193.97,361.88,40,36,14475.2,7758.8,6716.4,2023-02-27,2,Feb,1,2023,46.4,1.866
Delta Traders,Brand D,Office Supplies,402.04,844.38,6,52,5066.28,2412.24,2654.04,2023-04-14,4,Apr,2,2023,52.39,2.1
Apex Supplies,Brand A,Clothing,443.45,763.83,38,17,29025.54,16851.1,12174.44,2023-05-12,5,May,2,2023,41.94,1.722
Heritage Inc.,Brand H,Health & Beauty,71.36,81.2,169,470,13722.8,12059.84,1662.96,2023-11-04,11,Nov,4,2023,12.12,1.138
Apex Supplies,Brand A,Electronics,108.27,187.2,100,491,18720.0,10827.0,7893.0,2023-07-03,7,Jul,3,2023,42.16,1.729
Cardinal Goods,Brand C,Food & Beverage,115.95,175.67,27,37,4743.09,3130.65,1612.44,2023-12-03,12,Dec,4,2023,34.0,1.515
Delta Traders,Brand D,Food & Beverage,348.69,837.38,69,186,57779.22,24059.61,33719.61,2023-08-25,8,Aug,3,2023,58.36,2.402
Heritage Inc.,Brand H,Electronics,305.49,389.33,57,384,22191.81,17412.93,4778.88,2023-12-22,12,Dec,4,2023,21.53,1.274
FairWay Corp.,Brand F,Health & Beauty,313.31,630.84,17,195,10724.28,5326.27,5398.01,2023-03-12,3,Mar,1,2023,50.33,2.013
Junction LLC,Brand J,Furniture,470.98,552.84,71,242,39251.64,33439.58,5812.06,2023-05-12,5,May,2,2023,14.81,1.174
Global Mart,Brand G,Electronics,390.2,672.95,47,299,31628.65,18339.4,13289.25,2023-03-22,3,Mar,1,2023,42.02,1.725
Heritage Inc.,Brand H,Health & Beauty,72.69,136.34,79,302,10770.86,5742.51,5028.35,2023-07-01,7,Jul,3,2023,46.68,1.876
Blue Ridge Co.,Brand B,Electronics,180.28,273.51,110,34,30086.1,19830.8,10255.3,2023-09-22,9,Sep,3,2023,34.09,1.517
Junction LLC,Brand J,Electronics,223.34,387.97,13,214,5043.61,2903.42,2140.19,2023-07-16,7,Jul,3,2023,42.43,1.737
Heritage Inc.,Brand H,Clothing,204.02,271.14,139,218,37688.46,28358.78,9329.68,2023-05-07,5,May,2,2023,24.75,1.329
Cardinal Goods,Brand C,Health & Beauty,337.96,515.65,124,315,63940.6,41907.04,22033.56,2023-06-26,6,Jun,2,2023,34.46,1.526
Global Mart,Brand G,Furniture,447.03,880.45,109,89,95969.05,48726.27,47242.78,2023-10-17,10,Oct,4,2023,49.23,1.97
Cardinal Goods,Brand C,Office Supplies,159.97,243.56,90,307,21920.4,14397.3,7523.1,2023-05-12,5,May,2,2023,34.32,1.523
Global Mart,Brand G,Clothing,280.42,661.69,86,251,56905.34,24116.12,32789.22,2023-03-08,3,Mar,1,2023,57.62,2.36
Blue Ridge Co.,Brand B,Electronics,396.81,785.59,92,7,72274.28,36506.52,35767.76,2023-12-24,12,Dec,4,2023,49.49,1.98
Junction LLC,Brand J,Office Supplies,213.95,366.73,24,255,8801.52,5134.8,3666.72,2023-03-04,3,Mar,1,2023,41.66,1.714
FairWay Corp.,Brand F,Sporting Goods,92.38,106.63,73,362,7783.99,6743.74,1040.25,2023-11-29,11,Nov,4,2023,13.36,1.154
Cardinal Goods,Brand C,Office Supplies,242.73,436.76,4,207,1747.04,970.92,776.12,2023-12-08,12,Dec,4,2023,44.42,1.799
Cardinal Goods,Brand C,Electronics,37.06,80.45,113,424,9090.85,4187.78,4903.07,2023-02-25,2,Feb,1,2023,53.93,2.171
Icon Wholesale,Brand I,Electronics,471.77,694.34,46,130,31939.64,21701.42,10238.22,2023-05-19,5,May,2,2023,32.05,1.472
Global Mart,Brand G,Health & Beauty,46.66,104.03,18,223,1872.54,839.88,1032.66,2023-09-12,9,Sep,3,2023,55.15,2.23
Eagle Exports,Brand E,Health & Beauty,224.84,326.59,43,196,14043.37,9668.12,4375.25,2023-12-26,12,Dec,4,2023,31.16,1.453
Junction LLC,Brand J,Clothing,269.64,607.56,161,467,97817.16,43412.04,54405.12,2023-05-29,5,May,2,2023,55.62,2.253
Global Mart,Brand G,Furniture,492.8,600.91,93,141,55884.63,45830.4,10054.23,2023-01-21,1,Jan,1,2023,17.99,1.219
Icon Wholesale,Brand I,Clothing,91.35,211.26,103,251,21759.78,9409.05,12350.73,2023-06-09,6,Jun,2,2023,56.76,2.313
Apex Supplies,Brand A,Food & Beverage,66.07,118.85,124,95,14737.4,8192.68,6544.72,2023-07-07,7,Jul,3,2023,44.41,1.799
Global Mart,Brand G,Electronics,14.27,21.62,10,25,216.2,142.7,73.5,2023-06-19,6,Jun,2,2023,34.0,1.515
FairWay Corp.,Brand F,Office Supplies,86.23,126.86,73,110,9260.78,6294.79,2965.99,2023-05-08,5,May,2,2023,32.03,1.471
Junction LLC,Brand J,Sporting Goods,111.56,190.19,187,453,35565.53,20861.72,14703.81,2023-06-03,6,Jun,2,2023,41.34,1.705
Icon Wholesale,Brand I,Electronics,318.98,797.03,31,122,24707.93,9888.38,14819.55,2023-06-21,6,Jun,2,2023,59.98,2.499
